LoanRange,BusinessName,Address,City,State,Zip,BusinessType,JobsRetained,DateApproved,Lender
c $1-2 million,"PRINCE, INC.",PO BOX 440,FORSYTH,MT,59327,Corporation,98,05/14/2020,First State Bank of Forsyth
c $1-2 million,PRO PIPE CORPORATION,PO Box 307,FRENCHTOWN,MT,59834,Subchapter S Corporation,46,04/12/2020,First Interstate Bank
c $1-2 million,"PYRAMID MOUNTAIN LUMBER, INC.",379 Boy Scout Road,SEELEY LAKE,MT,59868,Corporation,125,04/04/2020,TrailWest Bank
c $1-2 million,"QUALITY LIFE CONCEPTS, INC.",215 SMELTER AVE NE Suite #1,GREAT FALLS,MT,59404,Non-Profit Organization,170,05/07/2020,Stockman Bank of Montana
c $1-2 million,QUICKSILVER LLC,121 Wisconsin Ave Ste 101,WHITEFISH,MT,59937,Limited  Liability Company(LLC),129,04/28/2020,"TransPecos Banks, SSB."
c $1-2 million,RIMROCK AUTO GROUP INC,3045 KING AVE w,BILLINGS,MT,59102,Subchapter S Corporation,165,04/03/2020,Stockman Bank of Montana
c $1-2 million,RIMROCK FOUNDATION,1231 N 29th,BILLINGS,MT,59101,Non-Profit Organization,169,04/11/2020,First Interstate Bank
c $1-2 million,"ROACH & SMITH DISTRIBUTORS,INC",3305 GREAT NORTHERN AVE,MISSOULA,MT,59808,Corporation,150,04/03/2020,Glacier Bank
c $1-2 million,ROCKING J RANCH LLC,79 Carriage House Lane,PHILIPSBURG,MT,59858,Limited  Liability Company(LLC),111,04/07/2020,"Granite Mountain Bank, Inc."
c $1-2 million,"ROCKY MOUNTAIN SUPPLY, INC.",210 GALLATIN FARMERS AVE,BELGRADE,MT,59714,Cooperative,249,04/10/2020,Glacier Bank
c $1-2 million,"S & K TECHNOLOGIES, INC",63066 Old Hwy 93,SAINT IGNATIUS,MT,59865,Non-Profit Organization,66,04/09/2020,First Interstate Bank
c $1-2 million,S&K GAMING LLC,49708 US HIGHWAY 93,POLSON,MT,59860,Limited  Liability Company(LLC),167,04/27/2020,Eagle Bank
c $1-2 million,"SAPPHIRE RESTAURANTS, INC",1627 MAIN ST Num 284,BOZEMAN,MT,59715,Corporation,250,04/04/2020,Glacier Bank
c $1-2 million,"SCHEDULICITY, INC.",E Main St 201,BOZEMAN,MT,59715,Subchapter S Corporation,81,04/07/2020,Rocky Mountain Bank
c $1-2 million,SHERIDAN MEMORIAL HOSPITAL ASSOCIATION,440 West Laurel Ave,PLENTYWOOD,MT,59254,Non-Profit Organization,111,04/09/2020,Stockman Bank of Montana
c $1-2 million,"SHIPTON'S BIG R, INC.",1411 3rd Ave North,BILLINGS,MT,59101,Corporation,174,04/03/2020,Stockman Bank of Montana
c $1-2 million,SIME CONSTRUCTION INC,190 Ramshorn dr,BOZEMAN,MT,59718,Subchapter S Corporation,75,04/07/2020,First Interstate Bank
c $1-2 million,SIYEH CORPORATION,46 Museum Loop,BROWNING,MT,59417,Corporation,159,04/29/2020,First Interstate Bank
c $1-2 million,"SMARTLAM NA ENTERPRISES US, LLC",610 3rd St West,COLUMBIA FALLS,MT,59912,Limited  Liability Company(LLC),83,04/27/2020,BMO Harris Bank National Association
c $1-2 million,"STRATEGIC GAMING MANAGEMENT, LLC",3101 S RUSSELL ST,MISSOULA,MT,59801,Limited  Liability Company(LLC),216,04/27/2020,Glacier Bank
c $1-2 million,"SUMMIT UTILITY SERVICES, LLC",5571 Alloy S,MISSOULA,MT,59808,Subchapter S Corporation,185,04/15/2020,Stockman Bank of Montana
c $1-2 million,"SUN MOUNTAIN LUMBER, INC",181 Greenhouse Road,DEER LODGE,MT,59722,Corporation,167,04/04/2020,Ascent Bank
c $1-2 million,"SUNBURST COMMUNITY SERVICE FOUNDATION, INC.",2282 Highway 93 South,KALISPELL,MT,59901,Non-Profit Organization,81,04/04/2020,Glacier Bank
c $1-2 million,"THE PRG GROUP, LLC",36 Center Lane,BIG SKY,MT,59716,Limited  Liability Company(LLC),45,04/03/2020,Stockman Bank of Montana
c $1-2 million,TILLEMAN MOTOR CO.,PO BOX 2070,HAVRE,MT,59501,Corporation,80,04/06/2020,Independence Bank
c $1-2 million,TORGERSON'S LLC,4701 River Drive North,GREAT FALLS,MT,59405,Limited  Liability Company(LLC),158,04/06/2020,Independence Bank
c $1-2 million,"TOWN & COUNTRY FOODS, INC.",1611 S 11TH AVE,BOZEMAN,MT,59715,Employee Stock Ownership Plan(ESOP),360,04/05/2020,Glacier Bank
c $1-2 million,TRI-COUNTY MECHANICAL & ELECTRICAL INC.,3139 Bozeman Ave,HELENA,MT,59601,Corporation,83,04/07/2020,First Interstate Bank
c $1-2 million,UNITED LOCATING SERVICES OF TEXAS LLC,2704 BROOKS ST Suite D,MISSOULA,MT,59801,Limited  Liability Company(LLC),174,04/15/2020,Glacier Bank
c $1-2 million,UNITED MATERIALS OF GREAT FALLS INC,2100 9th Ave N,GREAT FALLS,MT,59403,Subchapter S Corporation,137,04/03/2020,Stockman Bank of Montana
c $1-2 million,VALLEY ELECTRICAL CONTRACTING INC,2820 Latimer Street,MISSOULA,MT,59808,Corporation,66,04/29/2020,First Interstate Bank
c $1-2 million,"WARM SPRINGS PRODUCTIONS, LLC",120 South 5TH ST,MANHATTAN,MT,59741,Limited  Liability Company(LLC),73,04/06/2020,American Bank
c $1-2 million,WARREN TRANSPORT INC,2348 N Frontage Rd,BILLINGS,MT,59101,Subchapter S Corporation,127,04/03/2020,Stockman Bank of Montana
c $1-2 million,WATERSTREET COMPANY,215 S COMPLEX DR,KALISPELL,MT,59901,Corporation,70,04/08/2020,Glacier Bank
c $1-2 million,"WEALTHVEST MARKETING, INC.",2485 MANLEY RD,BOZEMAN,MT,59715,Subchapter S Corporation,87,04/08/2020,Stockman Bank of Montana
c $1-2 million,WEST MONT,2708 Bozeman AVe,HELENA,MT,59601,Non-Profit Organization,180,05/07/2020,First Interstate Bank
c $1-2 million,WESTERN MONTANA CLINIC,500 W BROADWAY,MISSOULA,MT,59802,Corporation,234,04/08/2020,First Interstate Bank
c $1-2 million,WGM GROUP INC.,1111 E Broadway St,MISSOULA,MT,59802,Corporation,83,04/09/2020,First Interstate Bank
c $1-2 million,WHY WEIGHT TRANSFORMATION CENTERS,PO BOX 29,PRAY,MT,59065,Corporation,128,04/08/2020,First Interstate Bank
c $1-2 million,"WILDFIRE DEFENSE SYSTEMS, INC",580 Zoot Enterprises Ln,BOZEMAN,MT,59718,Corporation,96,04/05/2020,First Interstate Bank
c $1-2 million,"WILLIAMS PLUMBING, HEATING & UTILITIES, INC.",2131 INDUSTRIAL DR,BOZEMAN,MT,59715,Corporation,165,04/03/2020,Glacier Bank
c $1-2 million,"WINTER SPORTS, INC.",PO BOX 1400,WHITEFISH,MT,59937,Subchapter S Corporation,327,04/04/2020,Glacier Bank
c $1-2 million,"WOOD'S POWR-GRIP CO., INC.",908 W. Main Street,LAUREL,MT,59044,Corporation,146,04/03/2020,The Yellowstone Bank
c $1-2 million,"WUTKE, LLC",3465 HWY 93 N,KALISPELL,MT,59901,Limited  Liability Company(LLC),150,04/07/2020,Valley Bank of Kalispell
c $1-2 million,"WYO-BEN, INC.",1345 Discovery Drive,BILLINGS,MT,59102,Corporation,126,04/13/2020,First Interstate Bank
c $1-2 million,YELLOWSTONE ELECTRIC CO.,1919 4th Avenue N,BILLINGS,MT,59101,Corporation,91,04/10/2020,First Interstate Bank
c $1-2 million,YELLOWSTONE FOREVER,"222 E MAIN ST, STE 301",BOZEMAN,MT,59715,Non-Profit Organization,64,04/05/2020,Glacier Bank
c $1-2 million,YELLOWSTONE SURGERY CENTER  LLC,1144 N 28th St.,BILLINGS,MT,59101,Limited  Liability Company(LLC),127,04/13/2020,First Interstate Bank
c $1-2 million,YOUTH DYNAMICS INC,2334 Lewis Avenue,BILLINGS,MT,59102,Non-Profit Organization,465,04/13/2020,First Interstate Bank
"d $350,000-1 million",4G PLUMBING & HEATING INC,5641 West Harrier,MISSOULA,MT,59808,Corporation,43,04/09/2020,First Interstate Bank
"d $350,000-1 million","4J WELL SERVICE, INC.",3614 Highway 7 North,BAKER,MT,59313,Corporation,43,04/05/2020,Dakota Western Bank
"d $350,000-1 million",A T KLEMENS & SON INC,814 12th Street North,GREAT FALLS,MT,59401,Corporation,49,04/13/2020,First Interstate Bank
"d $350,000-1 million","A2Z PERSONNEL HAMILTON, INC.",186 S. 3RD ST,HAMILTON,MT,59840,Corporation,128,04/06/2020,TrailWest Bank
"d $350,000-1 million","ACTION ELECTRIC WYOMING, INC.",1010 CENTRAL AVE,BILLINGS,MT,59102,Corporation,30,04/03/2020,Glacier Bank
"d $350,000-1 million",ADF STRUCTURAL STEEL INC,1900 Great Bear Ave,GREAT FALLS,MT,59401,Subchapter S Corporation,42,04/28/2020,"U.S. Bank, National Association"
"d $350,000-1 million",ADVANCED ELECTRONIC DESIGNS INC,2928 W TECHNOLOGY BLVD,BOZEMAN,MT,59718,Subchapter S Corporation,21,04/05/2020,Glacier Bank
"d $350,000-1 million",ADVENTURE CYCLING ASSOCIATION,150 E Pine Street,MISSOULA,MT,59802,Non-Profit Organization,41,04/06/2020,First Interstate Bank
"d $350,000-1 million",AGLAND COOPERATIVE,300 US Hwy 2,WOLF POINT,MT,59201,Cooperative,89,04/09/2020,Opportunity Bank of Montana
"d $350,000-1 million","AIR CONTROLS, BOZEMAN",7510 Shedhorn Dr,BOZEMAN,MT,59718,Corporation,36,04/07/2020,First Interstate Bank
"d $350,000-1 million",ALJ INC.,"712 W SPRUCE ST, STE 1",MISSOULA,MT,59802,Corporation,41,04/04/2020,Glacier Bank
"d $350,000-1 million",ALL AMERICAN PHARMACEUTICAL & NATURAL FOOD CORPORATION,2376 Main St,BILLINGS,MT,59105,Corporation,84,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million",ALLIED ENGINEERING SERVICES,32 DISCOVERY DRIVE,BOZEMAN,MT,59718,Corporation,24,04/07/2020,First Interstate Bank
"d $350,000-1 million",ALPS INSURANCE COMPANY,111 N Higgins Ste 600,MISSOULA,MT,59802,Corporation,50,04/10/2020,First Interstate Bank
"d $350,000-1 million",AM WELLES INC,105 Sterling Road,NORRIS,MT,59745,Corporation,71,04/11/2020,First Interstate Bank
"d $350,000-1 million",AMERICAN AUTO BODY INC,650 South 20th Street West,BILLINGS,MT,59102,Subchapter S Corporation,32,04/13/2020,Stockman Bank of Montana
"d $350,000-1 million",AMERICAN PRAIRIE FOUNDATION,7 East Beall Street Suite 100,BOZEMAN,MT,59718,Non-Profit Organization,57,04/07/2020,Rocky Mountain Bank
"d $350,000-1 million",AMERICAN STEEL INC.,1655 Coulson Road,BILLINGS,MT,59101,Subchapter S Corporation,42,04/03/2020,The Yellowstone Bank
"d $350,000-1 million","AMERITECH ROOFING SYSTEMS, INC.",1004 DAKOTA AVE,LIBBY,MT,59923,Corporation,50,04/08/2020,TrailWest Bank
"d $350,000-1 million","AMHEATH, INC",3385 B Colton DR,HELENA,MT,59602,Subchapter S Corporation,169,04/07/2020,Ascent Bank
"d $350,000-1 million",ANCHOR ELECTRIC CONTRACTING CORPORATION,7600 PONTRELLI PLACE,MISSOULA,MT,59808,Corporation,24,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million","ANDERSON STEEL SUPPLY, INC.",PO BOX 6630,GREAT FALLS,MT,59406,Subchapter S Corporation,38,04/09/2020,Independence Bank
"d $350,000-1 million","ANESTHESIA PARTNERS OF MONTANA, P.C.",1144 N Broadway,BILLINGS,MT,59101,Corporation,26,04/10/2020,Stockman Bank of Montana
"d $350,000-1 million",APCH INC.,115 North Bozeman Avenue,BOZEMAN,MT,59715,Corporation,69,04/05/2020,Glacier Bank
"d $350,000-1 million","APPLEWAY RV, LLC",4800 Grant Creek Rd,MISSOULA,MT,59808,Limited  Liability Company(LLC),38,04/06/2020,Ascent Bank
"d $350,000-1 million","AQUA CREEK PRODUCTS, LLC",9889 GARRYMORE LN,MISSOULA,MT,59808,Subchapter S Corporation,0,04/04/2020,Opportunity Bank of Montana
"d $350,000-1 million",ASKIN CONSTRUCTION LLC,3300 Second Ave #3,BILLINGS,MT,59101,Limited  Liability Company(LLC),31,04/15/2020,First Interstate Bank
"d $350,000-1 million",ASSOC. CONSTRUCTION ENGINEERIN,12 N BROADWAY,BELGRADE,MT,59714,Corporation,35,04/04/2020,Glacier Bank
"d $350,000-1 million",ASSOCIATED DERMATOLOGY AND SKIN CANCER CLINIC OF HELENA,50 S Last Chance Gulch,HELENA,MT,59601,Subchapter S Corporation,48,04/10/2020,Glacier Bank
"d $350,000-1 million",ASSOCIATED MANAGMENT SERVICES  INC.,3435 Mountain Pass Road,BILLINGS,MT,59102,Corporation,23,04/13/2020,First Interstate Bank
"d $350,000-1 million","AUSTYN SPENCER ENTERPRISES, LLC",2804 GRAND AVE,BILLINGS,MT,59102,Subchapter S Corporation,164,04/03/2020,The Yellowstone Bank
"d $350,000-1 million",AWE KUALAWAACHE CARE CENTER,1 PO BOX 999,CROW AGENCY,MT,59022,Non-Profit Organization,62,04/27/2020,Little Horn State Bank
"d $350,000-1 million","BACKCOUNTRY HUNTERS & ANGLERS, INC.",725 W ALDER ST STE 11,MISSOULA,MT,59802,Non-Profit Organization,29,04/09/2020,Freedom Bank
"d $350,000-1 million",BALLARD PETROLEUM HOLDINGS LLC,845 12th St W 0,BILLINGS,MT,59102,Limited  Liability Company(LLC),44,04/27/2020,"Citibank, N.A."
"d $350,000-1 million",BEACH TRANSPORTATION COMPANY,825 Mount Ave,MISSOULA,MT,59801,Subchapter S Corporation,180,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million",BEARTOOTH CLIPPERS INC,53 Underwood Creek,RED LODGE,MT,59068,Corporation,65,04/06/2020,"Bank of Bridger, National Association"
"d $350,000-1 million","BEN TAYLOR, INC.",2122 W ROOSEVELT HWY,SHELBY,MT,59474,Corporation,44,04/08/2020,Glacier Bank
"d $350,000-1 million",BERTRAM DRILLING INC,510 KLENCK LN,BILLINGS,MT,59101,Corporation,30,04/14/2020,First Interstate Bank
"d $350,000-1 million",BIG SANDY MEDICAL CENTER,166 MONTANA AVENUE E,BIG SANDY,MT,59520,Non-Profit Organization,50,04/04/2020,Glacier Bank
"d $350,000-1 million","BIG SKY BUILD, INC.",87 Lone Peak Drive,BIG SKY,MT,59716,Subchapter S Corporation,28,04/04/2020,American Bank
"d $350,000-1 million","BIG SKY COLLISION NETWORK, LLC",315 North 15TH ST,BILLINGS,MT,59101,Limited  Liability Company(LLC),91,04/03/2020,The Yellowstone Bank
"d $350,000-1 million","BIG SKY INSULATION, INC",15 Arden Dr,BELGRADE,MT,59714,Subchapter S Corporation,53,04/28/2020,"U.S. Bank, National Association"
"d $350,000-1 million","BIG SKY LASER TECHNOLOGIES,INC",49 WIILLOW PEAK DR,BOZEMAN,MT,59718,Subchapter S Corporation,88,04/28/2020,Rocky Mountain Bank
"d $350,000-1 million",BIG SKY MANAGED CARE,900 13th Ave S,GREAT FALLS,MT,59405,Limited Liability Partnership,31,04/10/2020,First Interstate Bank
"d $350,000-1 million",BIG SKY SURGERY CENTER LLC,2833 Fort Missoula Road,MISSOULA,MT,59804,Limited  Liability Company(LLC),41,04/09/2020,First Interstate Bank
"d $350,000-1 million",BIG SKY VACATION RENTALS INC.,1569 Lone Mountain Trail,BIG SKY,MT,59716,Subchapter S Corporation,16,04/04/2020,Glacier Bank
"d $350,000-1 million",BILLINGS ANESTHESIOLOGY PC,3333 2nd Ave N Ste 240,BILLINGS,MT,59101,Corporation,29,04/27/2020,First Interstate Bank
"d $350,000-1 million",BILLINGS CATHOLIC BOARD OF EDUCATION,215 N 31ST ST,BILLINGS,MT,59101,Non-Profit Organization,79,04/09/2020,Glacier Bank
"d $350,000-1 million",BILLINGS FAMILY YMCA INC,402 N 32ND ST,BILLINGS,MT,59101,Non-Profit Organization,250,04/27/2020,First Interstate Bank
"d $350,000-1 million",BILLINGS OB-GYN ASSOCIATES PC,1611 ZIMMERMAN TRL,BILLINGS,MT,59102,Corporation,32,04/08/2020,Glacier Bank
"d $350,000-1 million","BIOSCIENCE LABORATORIES, INCORPORATED",1765 S 19TH AVE,BOZEMAN,MT,59718,Corporation,50,04/04/2020,Stockman Bank of Montana
"d $350,000-1 million",BISON ENGINEERING INC.,3143 East Lyndale Ave,HELENA,MT,59601,Employee Stock Ownership Plan(ESOP),43,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million",BISON MOTOR CO,500 10th Avenue South,GREAT FALLS,MT,59405,Corporation,51,04/28/2020,First Interstate Bank
"d $350,000-1 million","BLACK MOUNTAIN SOFTWARE, INC","145 SOUTHLAKE CREST, STE 1",POLSON,MT,59860,Subchapter S Corporation,0,04/06/2020,Glacier Bank
"d $350,000-1 million",BLACKFEET HOUSING,1011 Broadwater Drive,BROWNING,MT,59417,Non-Profit Organization,72,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million",BLUE RIBBON BUILDERS INC.,145 Center Lane Unit L,BIG SKY,MT,59716,Subchapter S Corporation,34,04/11/2020,Glacier Bank
"d $350,000-1 million",BLUE ROCK DISTRIBUTING,501 9th Ave NE,SIDNEY,MT,59270,Subchapter S Corporation,48,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million",BLUE ROCK PRODUCTS CO,501 9th Ave NE,SIDNEY,MT,59270,Subchapter S Corporation,75,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million",BOB SMITH LINCOLN MERCURY INC,2244 CENTRAL AVE,BILLINGS,MT,59102,Subchapter S Corporation,44,04/03/2020,The Yellowstone Bank
"d $350,000-1 million",BOBCAT AUTO INVESTMENTS LLC,8450 Huffine Lane,BOZEMAN,MT,59718,Limited  Liability Company(LLC),35,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million",BOONE KARLBERG P.C.,"201 West Main, Suite 300",MISSOULA,MT,59802,Corporation,37,04/06/2020,First Interstate Bank
"d $350,000-1 million",BORDER STEEL AND RECYCLING INC,2703 TOWNE ST,GLENDIVE,MT,59330,Corporation,37,04/15/2020,Stockman Bank of Montana
"d $350,000-1 million",BOYCE LUMBER COMPANY,1410 S RUSSELL ST,MISSOULA,MT,59801,Corporation,39,04/04/2020,Stockman Bank of Montana
"d $350,000-1 million","BOYLE, DEVENY & MEYER, PC",305 S 4TH ST,MISSOULA,MT,59801,Corporation,36,04/03/2020,Glacier Bank
"d $350,000-1 million",BOZEMAN LODGING INVESTORS LLC,1276 N 15TH AVE,BOZEMAN,MT,59715,Limited  Liability Company(LLC),68,04/03/2020,Glacier Bank
"d $350,000-1 million",BRADY CO INC,50 W. 14th St. Suite 300,HELENA,MT,59601,Corporation,137,04/11/2020,Opportunity Bank of Montana
"d $350,000-1 million",BRETZ RV & MARINE,2220 Old Hardin Rd,BILLINGS,MT,59101,Corporation,83,04/04/2020,Ascent Bank
"d $350,000-1 million","BRIDGE MANAGEMENT, LLC",600 S. Higgins Ave.,MISSOULA,MT,59801,Limited  Liability Company(LLC),95,04/10/2020,First Interstate Bank
"d $350,000-1 million",BRIDGER BREWING COMPANY,1609 S 11TH AVE,BOZEMAN,MT,59715,Limited  Liability Company(LLC),51,04/08/2020,First Interstate Bank
"d $350,000-1 million","BRIDGER PHOTONICS, INC.","2310 UNIVERSITY WAY, Bldg, 4-4",BOZEMAN,MT,59715,Corporation,27,04/04/2020,Opportunity Bank of Montana
"d $350,000-1 million",BRIGGS DISTRIBUTING COMPANY INC,3545 HESPER RD,BILLINGS,MT,59102,Subchapter S Corporation,76,04/06/2020,Stockman Bank of Montana
"d $350,000-1 million",BROWN LAW FIRM PC,315 N 24TH ST,BILLINGS,MT,59101,Corporation,24,04/06/2020,Glacier Bank
"d $350,000-1 million",BROWNING KALECZYC BERRY & HOVEN PC,800 N LAST CHANCE GULCH STE 100,HELENA,MT,59601,Corporation,49,04/04/2020,Glacier Bank
"d $350,000-1 million",BROWNS AUTO INC,1144 BROADWATER AVE,BILLINGS,MT,59102,Corporation,43,04/09/2020,First Interstate Bank
"d $350,000-1 million",BS HOLDING CORPORATION,500 Country Club Blvd,GREAT FALLS,MT,59404,Corporation,40,04/04/2020,Stockman Bank of Montana
"d $350,000-1 million","BUFFALO RESTORATION, INC.",555 MANLEY RD,BOZEMAN,MT,59715,Subchapter S Corporation,36,04/04/2020,Glacier Bank
"d $350,000-1 million","BULLHOOK COMMUNITY HEALTH CENTER, INC",521 4th Street,HAVRE,MT,59501,Non-Profit Organization,57,04/07/2020,Stockman Bank of Montana
"d $350,000-1 million","BUTLER INDUSTRIES, LLC",35 STOCKTON WAY,BELGRADE,MT,59714,Limited  Liability Company(LLC),46,04/06/2020,Glacier Bank
"d $350,000-1 million","BUTTE AUTO, LLC",3883 Harrison Avenue,BUTTE,MT,59701,Limited  Liability Company(LLC),31,04/14/2020,First Bank & Trust
"d $350,000-1 million","BUTTE ORTHOPEDIC & FRACTURE CLINIC, P.C.",435 CRYSTAL ST Suite 400,BUTTE,MT,59701,Professional Association,38,04/04/2020,"First Montana Bank, Inc."
"d $350,000-1 million","C.J. AUTO PARTS, INC.",200 E Idaho St. Ste. B,KALISPELL,MT,59901,Subchapter S Corporation,68,04/09/2020,Three Rivers Bank of Montana
"d $350,000-1 million",CAPRA GROUP INC,903 Clough Ave,COLUMBUS,MT,59019,Subchapter S Corporation,142,04/15/2020,Rocky Mountain Bank
"d $350,000-1 million","CARDINAL DISTRIBUTING COMPANY, LLC",269 Jackrabbit Lane,BOZEMAN,MT,59718,Limited  Liability Company(LLC),91,04/06/2020,Glacier Bank
"d $350,000-1 million",CASLEN LIVING CENTERS INC,74 Lily Valley Cir STE 101,BILLINGS,MT,59105,Subchapter S Corporation,103,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million","CENTRAL COPTERS, INC.",191 AVIATION LN,BELGRADE,MT,59714,Corporation,19,04/09/2020,American Bank
"d $350,000-1 million",CENTRAL ELECTRIC INC,805 TRUCK BYPASS,LEWISTOWN,MT,59457,Corporation,33,04/03/2020,Glacier Bank
"d $350,000-1 million","CENTRAL, HEATING, COOLING, PLUMBING & ELECTRICAL INC",1650 MT HIGHWAY 35,KALISPELL,MT,59901,Subchapter S Corporation,24,04/04/2020,Glacier Bank
"d $350,000-1 million",CENTRON SERVICES INC,2525 COLONIAL DRIVE,HELENA,MT,59601,Subchapter S Corporation,55,04/03/2020,Glacier Bank
"d $350,000-1 million",CHANDLER HADLEY MAXIE & SMRCKA,741 3rd Ave. South,GLASGOW,MT,59230,Corporation,48,04/08/2020,"Bank of Bridger, National Association"
"d $350,000-1 million",CHILD DEVELOPMENT CENTER INC,3835 LT Moss Rd,MISSOULA,MT,59804,Corporation,66,04/12/2020,First Interstate Bank
"d $350,000-1 million","CHURCH HARRIS JOHNSON & WILLIAMS, P.C.",114 Third Street S,GREAT FALLS,MT,59403,Corporation,30,04/08/2020,First Interstate Bank
"d $350,000-1 million","CHURCH UNIVERSAL AND TRIUMPANT, INC",63 Summit Way,GARDINER,MT,59030,Non-Profit Organization,79,04/04/2020,American Bank
"d $350,000-1 million",CITY MOTORCOMPANY INC,3900 10th Ave S,GREAT FALLS,MT,59401,Corporation,85,04/11/2020,First Interstate Bank
"d $350,000-1 million",CLASS ONE TECHNOLOGY INC.,109 Cooperative Way Suite 101,KALISPELL,MT,59901,Corporation,45,04/28/2020,Triad Business Bank
"d $350,000-1 million",CLC BILLINGS INC,218 E FRONT ST SUTIE 300,MISSOULA,MT,59802,Corporation,89,04/04/2020,Glacier Bank
"d $350,000-1 million",CLC MONTANA LLC,218 E FRONT ST SUITE 300,MISSOULA,MT,59802,Limited  Liability Company(LLC),82,04/04/2020,Glacier Bank
"d $350,000-1 million",CLC NORTHWEST INC,218 E FRONT ST SUITE 300,MISSOULA,MT,59802,Corporation,143,04/04/2020,Glacier Bank
"d $350,000-1 million",CLC RESTAURANTS INC,218 E FRONT ST SUITE 300,MISSOULA,MT,59802,Corporation,31,04/04/2020,Glacier Bank
"d $350,000-1 million",CM MANUFACTURING INC,6333 Butler Creek Rd.,MISSOULA,MT,59808,Subchapter S Corporation,32,04/06/2020,First Interstate Bank
"d $350,000-1 million",CMR RESTAURANTS LLC,218 E FRONT ST SUTIE 300,MISSOULA,MT,59802,Limited  Liability Company(LLC),160,04/04/2020,Glacier Bank
"d $350,000-1 million","CNH ACQUISITIONS, INC.",3131 Amherst Ave,BUTTE,MT,59701,Subchapter S Corporation,60,06/18/2020,"Granite Mountain Bank, Inc."
"d $350,000-1 million",COMFORT SYSTEMS OF MT,125 Central Ave Ste J,BOZEMAN,MT,59718,Corporation,48,04/04/2020,Glacier Bank
"d $350,000-1 million",COMMONFONT  LLC,220 West Lamme St.  Ste 2A,BOZEMAN,MT,59715,Limited  Liability Company(LLC),29,04/14/2020,First Interstate Bank
"d $350,000-1 million",COMMUNITY OPTION RESOURCES ENTERPRISES INC.,2121 Lampman Drive,BILLINGS,MT,59102,Non-Profit Organization,84,04/13/2020,First Interstate Bank
"d $350,000-1 million",CONTRAIL INC,848 Main St STE 3,BILLINGS,MT,59105,Corporation,87,04/03/2020,Stockman Bank of Montana
"d $350,000-1 million",CONTROL TECHNOLOGY COMPANY INC,760 Lake Elmo Rd,BILLINGS,MT,59105,Subchapter S Corporation,21,04/03/2020,Stockman Bank of Montana
